  N  P   K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
 55 37 127     7.74          58.42            0.79        17.68     31.53    613.04            5.07       16.15    Potato                       26.37
173 87 109     5.55          46.29            1.41        28.59     87.31   2769.35            8.10       12.54      Rice                       10.95
 68 22 138     6.79          15.93            1.53        14.77     38.72    782.36            9.57       16.65    Potato                       23.66
159 67  82     6.92          25.46            1.10        28.75     76.42   1022.76            4.02        5.87     Wheat                        9.31
142 28  24     5.36          54.47            1.03        23.76     42.02   2373.62            5.07        8.36     Wheat                        9.24
163 85  44     7.39          37.69            1.28        31.94     85.40   1195.02            5.25        2.79     Wheat                       11.14
 75 21  92     7.74          21.30            1.32        27.36     43.59   1920.67            7.88        2.25     Maize                        7.34
 79 23 143     5.77          35.41            0.58        15.30     81.31   1760.21            9.59        7.85     Maize                       10.87
135 17  41     7.78          25.60            0.93        38.12     54.87   2015.72           10.02       12.60 Sugarcane                       74.44
175 92 112     5.08          59.63            0.88        23.46     56.83   2358.45            4.44       13.82    Cotton                       10.42
101 31  54     7.52          59.46            1.52        32.34     67.75   1048.39            7.56        3.56    Potato                       24.12
103 58  74     6.98          34.35            0.45        25.96     59.25   2484.56           10.09       11.43 Sugarcane                       74.56
 46 60 147     6.78          21.87            1.53        35.96     50.20   2737.66            4.50        9.92     Wheat                       10.53
 99 72  39     5.58          32.94            1.04        20.11     44.56   1981.80            4.18       14.73    Potato                       22.76
179 42  24     6.03          21.44            0.67        29.17     45.97   1715.26            4.33       13.39 Sugarcane                       74.03
 35 28  82     7.90          30.20            1.43        12.38     72.21   2758.61           10.52        9.50     Maize                       11.07
 55 23  51     6.38          53.56            0.37        12.33     36.52    529.09            6.79        5.19     Maize                       10.50
169 40  93     6.82          29.60            0.71        35.31     63.69   1261.53            4.42       15.91    Potato                       24.96
128 16 120     7.98          42.21            1.28        34.55     52.77    890.13           10.97        3.84    Cotton                        7.22
171 89  98     6.39          20.94            1.38        20.78     51.19    504.32           10.68        5.42 Sugarcane                       72.04
 51 95  42     6.12          32.38            0.52        30.28     72.93   2461.72            6.93       12.46 Sugarcane                       74.75
 80 48  75     7.84          16.98            1.52        34.87     60.19   1157.51            4.72        9.98    Cotton                        5.94
133 33 125     7.90          42.41            0.37        14.32     34.63    645.13            9.20        2.77     Wheat                        7.27
118 53  88     6.01          32.38            0.86        39.54     84.57   1257.41            4.42        9.24    Cotton                        7.58
170 96  41     6.81          58.60            0.43        36.58     83.88   1249.52            8.39        3.01    Cotton                        9.51
167 27  51     8.08          34.63            0.43        30.73     55.52    615.40            9.33        2.85    Cotton                        6.49
 38 19  21     4.99          42.89            1.49        26.30     30.83   1630.61            5.49        5.35     Maize                        9.18
108 64 142     4.94          63.83            1.48        36.85     33.62    555.38           10.60        3.92    Cotton                        6.58
 81 37 104     6.56          47.14            1.10        32.18     59.50    806.25           10.97       17.86 Sugarcane                       72.36
159 43  33     5.79          40.02            1.56        27.54     34.89   2107.76            6.51       17.28    Potato                       23.52
 42 86  56     6.78          19.91            0.94        36.75     56.59   1059.22           10.75       13.31 Sugarcane                       73.93
 80 40  46     7.26          56.05            1.32        16.32     41.38   1912.84            5.62       15.27     Maize                       10.46
 63 93  83     5.03          47.12            0.43        17.33     78.15    826.68            9.61       16.27     Maize                        9.80
 64 71  89     7.80          20.43            0.81        37.90     52.05   1622.90            9.19       10.00      Rice                        7.64
160 15  34     5.74          27.28            0.97        12.01     52.71    557.57            4.29       14.74     Wheat                        6.03
149 42  48     6.10          41.88            1.31        11.38     31.50    408.03            5.81       16.34    Potato                       23.77
 99 76  93     5.95          17.25            0.73        33.76     69.23   1675.25            6.69        1.86     Maize                       10.30
176 61  47     7.66          50.92            1.57        22.42     76.41   2245.75            4.10       14.71    Potato                       24.75
 96 92  78     5.38          26.39            1.26        37.49     45.81   2059.07           10.63        2.41      Rice                       12.76
132 73  92     4.90          39.49            0.99        19.02     67.01   2232.37            5.49       17.05    Potato                       25.38
102 45  29     8.10          27.08            0.73        18.62     68.81   1511.70           10.48       12.43    Cotton                        4.70
145 84  81     8.13          39.46            1.13        38.72     67.78   2041.32            7.08       17.97      Rice                       11.45
162 63 146     5.68          24.48            1.17        26.61     71.90    503.99            4.89        7.85      Rice                       10.04
 96 19  25     4.83          44.70            1.18        28.41     77.10   2387.76            7.00       15.61      Rice                        8.84
168 45  99     7.00          60.52            1.06        36.94     75.48   1147.34            8.29       17.26      Rice                        9.33
150 51  91     7.00          55.37            0.82        21.42     64.44   2484.76            7.32        6.00    Cotton                        7.82
123 93  35     8.00          27.08            1.36        17.44     86.33   1744.80            6.22       15.64     Wheat                        7.78
158 29  57     5.81          39.91            0.64        27.13     76.83    550.04            9.70        7.36 Sugarcane                       74.45
120 66  84     5.44          36.16            1.11        22.30     83.45   1347.08           10.69        8.11      Rice                       10.46
121 83 145     6.90          63.27            0.91        14.91     60.47   2311.38            4.67       15.81    Cotton                        7.43
 92 25 102     6.72          54.94            1.46        13.56     72.03    906.43            7.85       10.17 Sugarcane                       72.86
 58 57  36     7.24          20.37            1.07        31.76     81.78    755.56            6.23        7.88      Rice                        5.66
 41 84 132     7.81          23.43            1.41        11.03     62.39    343.25            9.23        3.58 Sugarcane                       72.31
106 37  89     6.70          50.10            1.54        25.83     82.44   2021.07            8.44        8.43     Wheat                        9.07
 70 54  90     5.31          22.99            0.47        19.89     73.51   1238.62            4.19       13.42      Rice                        6.40
159 77  68     6.83          62.52            1.02        14.53     75.23    737.72            8.45       12.73 Sugarcane                       75.62
 66 16  40     6.07          64.65            1.45        36.72     85.64   1802.19            9.07       14.30      Rice                       10.68
 53 93  83     6.34          53.92            1.43        32.22     49.82    659.40            9.39       13.84 Sugarcane                       74.15
128 87  51     8.06          16.34            0.55        33.19     65.68   2111.61           10.24        7.13      Rice                        8.61
179 61  39     6.69          39.14            0.93        23.08     46.36   1758.09           10.62       15.26    Cotton                        7.39
129 44  35     5.31          35.30            0.59        29.45     61.75    917.98            5.87        1.66      Rice                        9.13
168 30  79     6.31          54.98            1.47        12.72     56.62   2485.96            8.63        1.48     Maize                       11.64
 87 73 122     5.58          29.35            0.30        14.18     57.45   1697.60            7.90       17.25     Maize                       10.87
 58 61  80     5.26          34.31            0.58        19.68     42.51    622.29            9.75       15.90     Maize                        7.61
172 44 123     7.22          19.68            0.83        23.73     67.53   2096.92            4.27        7.84    Potato                       26.43
 89 23  80     6.94          32.13            0.59        12.81     77.73   1086.27            6.87       15.33    Potato                       25.45
124 79  95     6.49          63.69            1.57        26.95     46.12   2237.14            6.40       12.05    Potato                       27.57
 71 73  34     6.24          62.11            0.62        17.19     37.44   1303.72            8.57        3.89    Potato                       24.79
 72 78 122     5.90          52.51            0.77        33.24     45.32    488.85            6.93        8.75    Cotton                        7.37
103 22  94     5.10          60.36            0.53        10.01     75.31   1875.46            6.76        2.08     Maize                       11.74
 93 66  47     5.82          25.56            1.50        35.98     33.80   1075.81            6.63        6.69     Maize                        8.04
 31 32  93     7.65          46.09            0.83        31.98     67.07   2654.75            9.78        4.52     Wheat                        9.23
 95 96 144     7.46          40.00            0.64        26.39     79.19   2374.79            7.38       14.96      Rice                       11.68
 60 72  75     8.11          36.13            0.62        32.13     78.10   1184.66            6.80       13.54 Sugarcane                       74.34
144 63  83     7.03          31.24            1.06        20.94     89.25    364.89           10.06        2.04     Wheat                        6.81
 55 46 146     6.68          58.32            1.57        14.88     77.40   1644.07            4.01       10.15 Sugarcane                       74.57
 58 62 140     5.81          39.23            1.57        10.27     38.09   1914.49            6.23       13.34     Wheat                        8.93
107 59 108     5.06          51.20            1.58        26.46     50.83   2006.94            8.72       11.60    Potato                       25.78
 54 68  36     6.90          50.30            0.80        18.76     43.02   1173.28            4.73        1.92    Potato                       25.26
 77 99 116     6.46          21.80            1.49        16.38     52.58    653.88            8.06        4.36    Potato                       22.88
 94 60  74     7.38          17.45            0.88        36.01     68.21   1698.53            7.14        7.53     Wheat                        7.81
 96 45 129     6.20          57.00            0.96        31.76     47.39   1518.66            8.68        3.18 Sugarcane                       76.47
119 51  35     8.15          39.52            0.98        39.71     37.73   2785.29            7.72        3.49     Wheat                        9.03
175 30  32     6.15          55.50            0.38        29.85     72.85   1736.64            5.36        7.57    Potato                       25.83
166 60  97     5.93          29.85            0.53        36.86     37.03    754.16            4.93        9.34    Potato                       25.15
 67 60 104     7.76          58.09            1.45        13.55     86.87   1203.77            6.15        2.14    Potato                       27.12
116 92  92     6.14          56.54            1.47        31.68     67.11   1628.15           10.60       13.40 Sugarcane                       78.30
178 75 138     7.76          34.08            0.56        12.59     75.86   2394.02            5.47       10.23      Rice                       10.23
 94 60  87     4.89          35.58            0.69        12.84     79.46   1502.37            7.23       17.34    Potato                       27.09
178 65  93     7.15          32.54            1.38        35.74     68.58   2301.14           10.65        5.77      Rice                        8.69
 56 76 118     5.04          16.74            0.57        20.80     72.12    689.31            5.41        5.43    Cotton                        3.83
135 49 136     5.30          49.38            1.45        19.49     77.42   1255.01            5.71        6.77      Rice                       10.78
152 95 134     7.18          28.64            1.37        15.51     57.25   1597.73            7.35       10.25      Rice                        9.29
 73 56  73     5.79          59.20            1.35        24.55     30.17    359.12            4.74        6.19      Rice                        8.32
129 59  98     5.52          59.87            1.46        16.11     88.02   2198.15            4.56        6.16     Wheat                       12.15
 57 82  34     7.53          51.13            1.45        26.14     44.56   2380.61            6.12       15.61 Sugarcane                       76.75
 46 89 137     8.02          24.08            1.49        29.81     38.98   1110.33            5.00        2.65     Wheat                       10.19
156 61 131     5.59          19.46            1.44        29.65     85.15   2695.35            6.99        9.50     Wheat                        9.96
152 93 125     5.88          55.82            1.09        20.94     62.47   2126.68            4.76       13.82    Potato                       29.04
160 44 124     7.23          59.65            0.51        31.12     46.54   2373.75            8.11       17.27    Cotton                        8.93
105 38  66     7.57          32.60            1.09        17.98     85.91   1937.10            7.45       15.99     Maize                        8.22
 75 80 137     8.20          32.65            1.52        34.23     81.32   2348.26            8.15        4.61      Rice                        6.55
 98 57 145     5.73          34.51            1.56        10.00     57.35   2757.56           10.31        8.83    Cotton                        9.24
166 48 117     6.69          56.38            1.25        39.00     87.37   2423.84            6.42       10.88     Wheat                       11.51
114 37  67     5.26          50.35            1.20        23.01     35.59   1484.14            5.88        6.52     Wheat                        9.03
 40 75 101     5.92          21.10            1.52        20.02     86.26   1890.54            8.02        6.41      Rice                        8.76
 98 51  35     4.95          46.73            0.68        28.73     57.62   1749.19            5.73        4.15     Wheat                        7.47
128 27  93     5.52          15.49            0.50        36.37     57.69   1571.02            4.47        1.86 Sugarcane                       75.30
120 85  40     6.52          50.52            0.68        20.58     57.20   2224.51            4.41       14.24 Sugarcane                       77.68
123 21  80     5.36          53.23            1.53        12.10     55.83   1396.77            4.46        8.61      Rice                       11.23
144 56  43     7.82          55.75            0.58        20.62     62.24   1074.26            5.66       15.82    Cotton                        7.96
 60 52  42     7.22          46.28            0.59        10.15     89.71    405.55            9.11        4.26      Rice                        8.21
 40 66 106     4.89          24.03            0.55        15.55     30.87    519.89            5.08        7.31 Sugarcane                       71.61
116 58  21     7.78          54.69            0.93        11.56     60.00    854.00            5.80        7.04    Potato                       25.87
150 78  72     8.12          59.99            1.34        21.63     47.02    684.78           10.02       11.29      Rice                        8.08
159 27  34     6.51          46.69            0.80        11.79     40.29    371.55            7.06        9.30     Maize                        8.91
134 42 141     5.87          28.76            0.43        39.52     85.51   2040.25            4.29       11.32      Rice                        9.03
 56 96 142     5.70          23.97            1.26        33.46     53.07   2200.95            5.73        7.03     Wheat                       11.14
 31 15 111     5.10          26.57            1.09        22.59     62.78   1185.96            6.11       17.01    Potato                       24.43
132 57  42     6.47          15.85            0.92        33.71     85.82   2765.63            5.30       16.87    Cotton                        8.47
130 56 107     4.97          15.51            1.55        22.52     58.76   1769.98           10.77       14.23     Maize                        9.20
 50 64 118     6.51          29.85            0.91        29.41     47.29    550.04            6.85       17.93     Maize                        9.49
 87 74  46     5.66          61.15            1.25        34.65     35.81   1212.18            6.77        4.55     Wheat                       10.09
162 15  40     6.42          46.07            0.51        30.53     65.90   1756.24           10.84        8.35 Sugarcane                       77.81
114 65  68     6.22          34.31            0.84        12.54     84.70   2688.95            7.84       11.73    Potato                       26.10
122 30  63     5.84          15.54            0.58        11.30     34.85   2006.74            4.58        7.62 Sugarcane                       78.02
 49 53  63     6.33          64.49            0.75        27.10     56.76    322.10            7.10        4.87     Maize                       10.85
 90 29 147     6.41          37.79            0.92        15.89     69.88   1973.68            8.58        1.74    Potato                       26.36
 67 47  42     7.63          64.58            0.53        39.52     36.04   1937.57            7.99       17.07    Cotton                        8.44
177 67 148     7.06          51.01            1.34        10.49     34.72   2454.46            9.92        4.92    Cotton                       10.22
 54 31 144     6.27          17.56            0.79        32.46     42.27    629.05           10.74        9.01    Potato                       23.84
159 20  55     7.88          57.95            1.47        11.27     37.88   2317.93            4.41        1.38      Rice                       13.64
150 45  74     7.37          41.52            1.18        28.33     52.67   2489.10            5.79       10.14     Maize                       10.10
 55 83 129     5.06          37.64            0.53        22.60     54.61   2305.08           10.30       15.23      Rice                       11.00
 96 54  35     5.32          52.89            1.13        28.98     57.16   1326.07           10.10        8.79      Rice                        6.92
 30 44 108     5.08          53.74            0.33        32.86     59.47   2027.67            4.11       16.50      Rice                        8.34
 80 83  37     5.88          54.82            1.35        11.00     33.50   2343.66            8.04        4.64    Cotton                        8.99
 34 90  57     6.28          53.03            1.57        25.64     69.78   2666.67            6.24        4.45     Wheat                       11.04
 42 21  39     6.51          47.06            1.18        38.27     74.02   1135.16            7.71       11.18      Rice                        7.87
176 27  38     7.69          48.78            1.50        16.53     38.23    818.27            5.54       14.77    Potato                       23.26
169 18  32     4.86          57.93            0.68        12.32     43.62   2191.56            8.94        1.08     Wheat                        7.80
 77 64  36     6.26          49.53            0.85        33.13     46.83    543.37            6.32        5.31    Potato                       22.21
 86 17  49     6.20          20.07            0.85        32.24     54.97   1706.91            8.49        5.23     Wheat                       10.79
144 26  62     8.02          47.28            0.45        21.70     54.09   2451.09            4.53        9.70    Potato                       25.29
 64 79  67     5.62          23.50            1.34        34.91     42.34    857.19           10.74       11.49      Rice                        8.45
105 41  62     5.22          15.71            0.94        26.32     34.41   1270.08            5.77       10.23     Maize                        8.07
123 64 112     5.28          25.71            0.94        24.26     47.43   2360.52            6.85        5.15      Rice                        9.84
 34 91 133     6.57          22.72            1.17        34.66     76.75   1555.50            6.67       15.80 Sugarcane                       75.43
 51 31  85     6.13          20.10            0.52        12.94     33.50    744.54            8.17       14.16      Rice                        9.88
132 86 138     7.36          25.75            1.35        16.72     51.97    509.83            4.74       11.81     Wheat                        8.71
160 46  72     5.90          43.18            0.78        23.32     41.57   1693.09            6.34        7.32     Maize                       11.14
153 98  91     5.24          22.57            0.40        12.56     72.75    354.37           10.16        6.58     Wheat                        7.09
 82 65  97     6.12          28.97            0.55        39.88     49.89   1149.81            6.78       13.61    Potato                       21.64
 98 31  93     7.80          57.48            0.63        19.41     53.84   1830.14            5.66        3.09     Maize                        9.12
133 48  91     6.18          59.40            0.53        38.43     85.03    313.66           10.32        1.58      Rice                       10.55
 45 49  32     7.63          31.65            0.61        24.23     66.67   2470.25            8.09       17.45    Potato                       23.38
145 38  78     6.06          59.95            1.59        37.74     79.43   2692.40            6.91       17.14     Wheat                       12.24
105 68  51     5.76          44.29            1.00        23.20     71.09   1326.78           10.57       17.03    Potato                       24.02
138 32 102     7.43          26.32            1.08        34.44     87.60    401.69            8.89       10.31    Cotton                        4.89
 68 64 139     5.51          52.71            0.52        32.53     64.29    999.96            8.69        2.64     Wheat                        7.95
118 60  73     5.59          61.10            0.36        38.41     45.00   1957.59            6.29        9.50      Rice                       10.55
141 62  21     4.97          47.96            0.70        29.12     71.66    406.82            7.92        7.12      Rice                        7.56
 76 47 137     5.44          25.07            1.30        16.81     79.22   2435.40            7.29       10.85    Cotton                        5.90
166 41  56     6.09          19.29            1.03        26.26     88.05   2308.28            6.79       16.29    Cotton                        8.06
157 15 116     6.16          26.47            0.31        14.38     67.07   1456.78            4.05        8.94     Wheat                        7.40
106 99 122     6.23          31.93            1.33        20.05     79.32   2226.09            6.06       14.89     Wheat                       10.56
 44 73 133     6.43          31.69            0.44        33.68     72.64    725.14           10.86        9.34     Wheat                       10.01
 65 24  20     6.74          39.93            0.87        10.42     76.50   2691.57            9.46       17.18 Sugarcane                       73.03
 92 39 147     5.44          40.26            1.60        28.63     65.87   1544.55            8.30        9.02     Maize                       10.78
 98 98 122     6.89          38.57            0.46        30.79     47.46   2762.85            6.92       13.09     Wheat                       10.87
103 71  76     5.94          32.19            1.36        36.99     35.26   1616.14            4.54        8.78    Potato                       22.17
 53 80  89     7.30          20.34            1.34        32.69     73.19   2073.90            8.27        7.85     Wheat                        8.49
 78 29  63     6.69          35.92            0.88        22.08     79.77   2299.26            5.91       13.73    Cotton                        5.82
175 42  95     6.68          64.29            1.58        32.97     76.27   2277.80            8.03       13.67     Wheat                       10.25
 36 27 104     7.13          47.69            0.70        28.76     32.38   2141.83           10.63        4.69     Maize                       12.02
 33 28  85     5.93          36.99            0.71        27.60     33.30    641.76            9.50        7.96 Sugarcane                       75.17
119 80  72     6.26          19.17            0.50        12.21     36.19   1322.06           10.72        1.15    Cotton                        9.18
 89 48  37     6.78          25.66            0.78        26.19     79.47   1654.44            9.86        1.31    Potato                       23.25
 84 39  47     6.23          43.73            0.69        36.01     66.64   2070.81            4.61        3.46      Rice                       12.08
 45 68  61     6.31          39.89            1.09        23.11     65.38   1289.76            4.68       13.97    Cotton                        7.70
 58 93 145     5.73          15.96            0.35        31.12     42.80   1692.82            8.74        2.28    Potato                       24.62
 43 26 136     5.78          19.31            0.70        37.11     34.59   1359.54            8.59       16.99     Maize                        8.13
108 23 121     7.18          32.80            0.31        26.03     77.77   2083.81            6.66        4.29    Potato                       26.67
 62 45  57     4.81          22.04            0.31        12.64     79.70    498.09            4.38       16.07 Sugarcane                       70.80
 50 92  69     5.12          62.89            1.37        11.63     45.08   2085.50            9.00       17.16     Wheat                        6.91
174 67  79     8.03          16.71            1.27        33.93     79.56   2396.73            4.73        8.27      Rice                        7.61
 52 57 138     5.44          63.70            1.27        10.98     48.78    331.68            8.45        9.89 Sugarcane                       74.73
 86 52 118     6.22          47.83            0.76        39.97     78.72   1636.38            4.34        6.45 Sugarcane                       76.07
171 56 113     7.69          35.36            1.21        13.83     34.12    926.46            5.27       16.29    Potato                       26.21
122 86  87     4.80          41.97            0.63        33.25     50.68   1381.17            7.90        9.67      Rice                        8.21
 49 62  83     7.95          35.51            0.70        36.03     76.22   2163.98            8.18       17.69     Maize                        8.79
 48 81  98     4.98          43.66            1.03        19.19     47.33   2238.46            8.70       17.47    Cotton                        7.45
132 80  72     5.38          22.60            1.21        26.25     32.42   1304.05            4.78       17.19     Wheat                        7.30
106 30  45     4.90          21.00            0.65        38.57     39.02    528.86            7.11        7.06 Sugarcane                       70.32
 62 97  40     6.57          41.43            1.18        38.65     87.70   1823.72            4.94        2.40    Cotton                        8.62
 47 30  90     8.01          18.57            1.55        37.90     66.01    997.77           10.55       12.37 Sugarcane                       74.74
102 45 101     7.65          29.62            0.94        18.25     40.62    590.52            9.84       15.85    Potato                       22.49
 46 72  79     6.98          61.34            0.83        11.79     68.86   1087.10            7.95        7.03 Sugarcane                       75.28
 48 42 118     5.43          58.81            0.60        13.08     67.40   1750.88            7.02       17.37     Wheat                        8.70
 99 18  66     7.76          56.57            0.76        14.26     54.47   2571.18            6.27       16.48    Cotton                        7.55
149 24  43     7.37          40.36            0.99        30.15     70.01    838.77            9.50       11.70    Cotton                       10.84
130 65  29     5.71          16.39            1.53        34.07     36.71   2209.84            7.57        2.98     Maize                        9.34
 63 32 139     7.54          21.07            0.64        11.51     49.28   2455.70            4.08       16.17    Cotton                        7.26
113 61 107     7.78          60.97            0.60        36.71     32.25    669.92            7.99        3.09     Maize                        9.34
103 46 123     7.17          56.82            1.55        32.42     84.87    313.90           10.00        9.89    Potato                       21.42
117 44 143     5.14          33.83            1.09        25.91     83.58   2663.38            8.25        1.33 Sugarcane                       76.41
114 50  53     8.15          51.45            1.26        39.70     42.24    545.70            4.49        3.63      Rice                        9.13
 40 23  60     5.06          57.73            1.38        17.96     72.46    703.39            8.13       10.58    Cotton                        4.41
120 50  30     7.03          46.02            0.41        16.54     78.78   1319.52            9.25        1.03      Rice                        8.57
173 43  20     5.18          57.68            0.93        20.04     54.43   1037.59            9.17        3.57    Cotton                        6.62
156 30 101     7.88          27.23            0.48        25.80     79.02   2753.48            7.79        4.75     Wheat                       10.53
142 35  45     5.99          38.11            1.11        21.61     59.54   2364.13            9.27        1.73    Cotton                        6.27
109 78  72     6.54          43.95            1.54        34.89     77.83   1922.47            4.83       10.85    Potato                       25.99
 36 80 144     5.41          46.56            0.37        36.83     75.44    366.11            5.83       13.99     Wheat                        7.79
 45 73  28     6.66          64.35            0.66        39.00     63.71    905.23            5.59        1.64      Rice                        8.73
 45 42  28     7.99          57.30            1.60        34.55     60.44    782.99            6.44        8.08    Cotton                        5.56
 41 69 148     7.87          17.76            0.31        28.24     47.57    952.12            8.46       10.23    Potato                       22.36
 64 45  78     5.02          23.46            0.48        28.41     54.69   2673.34            7.60        9.88     Maize                       10.25
 50 47 125     6.09          47.86            0.41        15.59     53.50   1316.61            7.27        9.24    Cotton                        8.66
 46 74 144     5.71          27.03            1.29        17.90     36.20   2484.96            7.95        2.62     Wheat                        7.78
 61 55  35     6.44          22.95            1.28        39.92     61.44   1482.63            6.81        5.23      Rice                        9.81
 70 95  57     7.63          48.33            1.31        17.84     64.82   1959.12           10.75       16.77      Rice                        7.70
163 60  78     7.31          41.82            1.31        24.01     88.14   2653.59            4.09        4.11 Sugarcane                       77.63
 56 63  48     5.97          55.26            1.39        21.56     46.97   1755.69            6.16       14.33    Cotton                        9.25
177 79  27     6.10          30.97            1.30        30.65     53.97   1191.60           10.90        3.50    Cotton                        7.96
 95 56 117     7.02          31.49            0.93        20.06     63.11   1481.96           10.47       13.60     Wheat                        9.64
166 37 128     5.46          22.52            1.27        30.49     81.18   1471.84            9.83       12.54    Potato                       25.67
121 41 127     5.15          47.61            1.08        38.82     45.48   2300.06            5.09       17.87     Maize                        9.12
 90 46  76     5.62          50.44            0.78        17.57     44.06   1139.32            9.65        3.61      Rice                        6.64
 32 97  95     5.22          21.92            1.39        21.12     61.91    407.38            4.65        5.69      Rice                        7.21
132 17 132     6.00          27.71            1.32        20.27     37.71   1982.81            4.55       15.33    Potato                       23.55
 84 74  25     7.99          22.71            0.53        19.01     71.79   2437.72            4.57       10.47     Maize                        9.15
 30 90 143     5.21          52.38            0.33        18.11     81.59   1553.21            8.08        6.60     Maize                        9.91
130 93  72     7.58          25.45            0.71        28.90     31.77    649.92            8.83        3.56     Wheat                        8.45
 74 31  28     6.62          22.61            0.82        26.44     41.70    662.43            5.79       10.48 Sugarcane                       72.86
 55 46  88     6.95          18.49            0.53        25.26     64.75   2530.25            8.57        9.20     Wheat                        8.89
150 21  93     5.38          56.56            1.41        34.02     79.67    482.92            7.21        5.19     Maize                       12.22
171 97 130     5.31          21.20            0.34        14.40     59.40   1557.25           10.81       11.69     Wheat                       11.32
 75 85 106     5.35          16.48            0.93        15.09     77.06   1126.69            6.41       12.60     Maize                        6.31
151 83  23     7.07          18.22            0.37        25.39     55.34    988.01            8.78       10.42     Maize                        8.13
 60 72  56     7.34          33.34            1.00        20.61     53.25    730.50            4.90       12.32    Potato                       23.05
 88 54  90     7.93          44.83            0.90        15.21     40.90   1049.33            4.41        5.34 Sugarcane                       73.21
 58 99  25     6.15          34.91            1.31        30.72     39.10   2089.36            8.38       16.38 Sugarcane                       75.76
135 62  70     6.37          37.77            1.20        24.88     74.72   1794.03            5.77        1.90      Rice                       10.30
 46 65 118     6.40          60.97            1.40        16.07     40.16    506.61           10.40        3.90    Cotton                       10.50
171 71 115     5.72          52.95            1.01        17.93     54.46   2184.62            4.11        4.78      Rice                       10.69
 53 85  30     5.92          32.05            1.37        31.69     62.70   1186.25           10.59       17.21     Maize                        8.74
138 51  29     7.68          22.72            1.23        19.82     45.86    843.07            4.14        5.87 Sugarcane                       74.66
120 89  32     5.97          52.46            1.31        16.14     79.94   2343.63            8.53       16.84     Wheat                        9.14
 54 88 140     7.75          43.68            1.08        38.97     54.29   1889.79            9.91        9.11 Sugarcane                       75.30
 61 99  79     5.84          63.11            1.24        12.64     52.60   2105.98            7.01       13.21    Potato                       27.59
145 69  24     5.96          60.42            0.82        14.41     40.69   1064.25            8.62        5.72    Potato                       26.78
111 55  31     6.70          43.18            0.41        31.52     43.19   2172.24            6.06       12.96     Wheat                       11.34
139 34 104     5.15          18.50            0.84        22.77     47.48    988.53            7.25       15.80 Sugarcane                       71.73
175 47 136     7.94          16.55            0.53        32.59     50.96   2000.13            5.21       10.81    Potato                       24.40
 66 54 141     7.59          56.88            1.12        26.58     72.08    845.23            5.60       16.52     Maize                        9.39
 55 48  60     7.08          49.90            0.64        11.21     89.78   1884.66           10.26        7.61     Maize                       12.31
166 76  67     8.16          43.01            1.55        30.52     60.39   1441.23            8.97       11.54    Cotton                        6.57
 93 33  70     4.85          49.45            0.65        34.17     72.32    691.07            9.89        5.73    Cotton                        7.10
101 57 137     6.20          41.99            0.43        26.58     44.62   1784.55            6.85        3.52     Maize                        9.13
177 83 115     7.72          43.92            1.44        19.23     86.83    328.68            4.89        3.76     Wheat                        7.76
135 77  95     6.27          26.29            0.84        10.47     78.62   2025.19           10.39        8.55      Rice                       10.79
115 24  65     4.82          37.78            0.76        37.20     71.10   2662.69           10.76       16.93 Sugarcane                       74.66
 82 27 119     5.34          15.55            1.45        31.21     48.80   2540.21            9.96        6.05 Sugarcane                       74.42
121 19  57     6.28          48.44            1.15        11.34     34.90   2738.22            7.94        2.59     Wheat                       10.05
128 72 111     7.07          31.62            0.99        35.22     88.09   1395.56            7.51        8.59    Potato                       24.87
 40 73 149     5.35          47.82            0.73        11.59     73.51   2373.75           10.26        3.42    Potato                       25.71
 60 90 112     6.32          61.32            0.68        31.34     38.19    654.15            6.88        4.57 Sugarcane                       74.66
129 73  96     4.84          44.58            1.05        30.82     63.11    342.55            8.11       16.50    Cotton                        6.29
116 91  32     6.42          31.40            0.95        37.48     66.66    696.66            6.90       11.93    Cotton                        4.28
176 29  76     7.85          25.36            0.66        14.96     56.61   1408.65            4.55        9.85 Sugarcane                       75.61
169 91 135     6.83          27.59            0.54        27.02     58.31    706.80           10.20        4.82      Rice                        9.91
 44 15 114     6.30          64.36            1.36        26.34     62.76   1435.46            9.06        2.59 Sugarcane                       73.98
130 52 149     5.35          45.77            1.19        11.05     78.09    889.36            7.25       17.02     Maize                       10.59
 58 67  98     5.49          37.03            1.59        29.15     78.70    840.41            5.14       10.11    Cotton                        7.36
143 66  76     5.06          26.55            0.97        17.62     87.64   2598.73            5.24        3.21      Rice                       10.94
136 15 114     7.32          53.65            1.59        19.97     40.31   1600.44            8.65        8.85     Maize                       10.25
137 25  76     5.06          34.37            0.90        17.24     36.61   1986.43           10.56       11.45    Potato                       24.28
159 72 126     6.11          30.06            1.00        11.68     66.63   1296.93            7.00       12.69    Potato                       27.29
113 54  98     7.35          26.12            0.57        15.00     72.23    712.78            7.11        2.55    Cotton                        4.96
 44 74  33     7.22          24.28            0.49        16.22     50.40   2085.53            8.80       13.01     Maize                        8.93
161 58  46     6.76          28.67            1.52        27.32     89.09   1408.89            9.99       14.20    Potato                       25.39
 79 20  57     6.74          46.36            1.58        14.05     80.47   2403.51            9.63        7.25 Sugarcane                       77.60
